,Name,City,Cuisine Style,Ranking,Rating,Price Range,Number of Reviews,Reviews,URL_TA,ID_TA
86,Les Climats,Paris,"['French', 'European', 'Vegetarian Friendly']",87,4.5,$$$$,633,"[['If you love great food and terrific Burgun...', 'Great wine list, good food'], ['01/04/2018', '12/13/2017']]",/Restaurant_Review-g187147-d4228364-Reviews-Les_Climats-Paris_Ile_de_France.html,d4228364
87,Au Bon Accueil,Paris,"['French', 'European', 'Vegetarian Friendly']",88,4.5,$$ - $$$,754,"[['Excellent Restaurant', 'Fab family dinner'], ['12/29/2017', '12/27/2017']]",/Restaurant_Review-g187147-d695095-Reviews-Au_Bon_Accueil-Paris_Ile_de_France.html,d695095
88,Papelli,Paris,"['Pizza', 'Italian', 'Mediterranean', 'Cafe', 'Vegetarian Friendly']",89,5,$$ - $$$,135,"[['Fantastic!', 'Delicious pizza'], ['12/03/2017', '11/16/2017']]",/Restaurant_Review-g187147-d9813646-Reviews-Papelli-Paris_Ile_de_France.html,d9813646
89,Sur Mesure,Paris,"['French', 'European', 'Vegetarian Friendly']",90,4.5,$$$$,765,"[['Just delicious in a very original and cosy...', 'Best experience...'], ['11/28/2017', '11/27/2017']]",/Restaurant_Review-g187147-d2212978-Reviews-Sur_Mesure-Paris_Ile_de_France.html,d2212978
90,Bistrot Chez France,Paris,"['French', 'European', 'Vegetarian Friendly', 'Gluten Free Options']",91,4.5,$$ - $$$,708,"[['Excellent- our favorite local restaurant', 'Our favorite restaurant in Paris!'], ['01/05/2018', '11/28/2017']]",/Restaurant_Review-g187147-d8039395-Reviews-Bistrot_Chez_France-Paris_Ile_de_France.html,d8039395
91,The Hardware Societe,Paris,"['Cafe', 'International', 'European', 'Australian', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",92,4.5,$$ - $$$,209,"[['Gorgeous cafe!', 'Best breakfast in town'], ['01/08/2018', '01/06/2018']]",/Restaurant_Review-g187147-d10165474-Reviews-The_Hardware_Societe-Paris_Ile_de_France.html,d10165474
92,Roomies,Paris,"['American', 'Fast Food', 'Vegetarian Friendly', 'Vegan Options']",93,4.5,$,841,"[['Not a tourist trap!', 'Nice burger and fries'], ['12/03/2017', '11/27/2017']]",/Restaurant_Review-g187147-d8065425-Reviews-Roomies-Paris_Ile_de_France.html,d8065425
93,Midi 12,Paris,"['French', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",94,4.5,$,539,"[['Nice French restaurant', 'Reccomend'], ['12/28/2017', '12/27/2017']]",/Restaurant_Review-g187147-d8772248-Reviews-Midi_12-Paris_Ile_de_France.html,d8772248
94,Mobster Diner,Paris,"['American', 'Vegetarian Friendly']",95,4.5,$,525,"[['Good homemade burgers', 'Great'], ['01/04/2018', '12/03/2017']]",/Restaurant_Review-g187147-d6632258-Reviews-Mobster_Diner-Paris_Ile_de_France.html,d6632258
95,L'Ange 20,Paris,"['French', 'European']",96,4.5,$$ - $$$,2279,"[['Just as good.....the second time!', 'Dependable Bistrot in Le Marais'], ['01/06/2018', '12/29/2017']]",/Restaurant_Review-g187147-d2042295-Reviews-L_Ange_20-Paris_Ile_de_France.html,d2042295
96,Les Rupins,Paris,"['Steakhouse', 'French', 'International', 'European', 'Vegetarian Friendly', 'Vegan Options']",97,4.5,$$ - $$$,322,"[['Welcoming place with tasty food', 'Great find with an amazing offer (40% off)'], ['01/04/2018', '12/24/2017']]",/Restaurant_Review-g187147-d8299272-Reviews-Les_Rupins-Paris_Ile_de_France.html,d8299272
97,Mancora Cebicheria,Paris,"['Peruvian', 'Seafood', 'South American', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",98,4.5,$$ - $$$,323,"[['Super ceviche with warm staff!', 'Amazing food! #foodcoma #yum'], ['01/05/2018', '12/09/2017']]",/Restaurant_Review-g187147-d9767590-Reviews-Mancora_Cebicheria-Paris_Ile_de_France.html,d9767590
98,le papacionu,Paris,"['Italian', 'Pizza', 'Vegetarian Friendly', 'Vegan Options']",99,4.5,$$ - $$$,428,"[['amazing', 'Very popular pizza restaurant'], ['12/21/2017', '09/29/2017']]",/Restaurant_Review-g187147-d5532633-Reviews-Le_papacionu-Paris_Ile_de_France.html,d5532633
99,L'Annexe,Paris,"['French', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",100,4.5,$$ - $$$,540,"[['Special family dinner in wonderful Montmar...', 'Good choice'], ['01/07/2018', '01/04/2018']]",/Restaurant_Review-g187147-d1991471-Reviews-L_Annexe-Paris_Ile_de_France.html,d1991471
100,Pottoka,Paris,"['French', 'European', 'Vegetarian Friendly']",101,4.5,,942,"[['French Tapas?', 'Another Top-Notch Dinner!!!'], ['01/03/2018', '01/01/2018']]",/Restaurant_Review-g187147-d2219847-Reviews-Pottoka-Paris_Ile_de_France.html,d2219847
101,Jean Yves of Chef Jean-Yves' Table,Paris,"['French', 'Asian', 'Fusion', 'Gastropub']",102,5,$$ - $$$,84,"[['Wonderful experience!', 'A dining experience to remember.'], ['12/30/2017', '12/12/2017']]",/Restaurant_Review-g187147-d11752078-Reviews-Jean_Yves_of_Chef_Jean_Yves_Table-Paris_Ile_de_France.html,d11752078
102,Fermier Gourmet,Paris,"['French', 'American', 'Barbecue', 'European', 'Street Food', 'Vegetarian Friendly', 'Gluten Free Options']",103,4.5,$,269,"[['Small cozy place', 'Wow amazing food'], ['12/26/2017', '12/11/2017']]",/Restaurant_Review-g187147-d10451454-Reviews-Fermier_Gourmet-Paris_Ile_de_France.html,d10451454
103,A L'endroit,Paris,"['French', 'European', 'Delicatessen']",104,4.5,$$ - $$$,357,"[['Excellent Bistro in an out-of-the-way loca...', 'Absolutely Delicious'], ['12/02/2017', '09/21/2017']]",/Restaurant_Review-g187147-d6523426-Reviews-A_L_endroit-Paris_Ile_de_France.html,d6523426
104,Comptoir Gourmet,Paris,"['Italian', 'European', 'Vegetarian Friendly', 'Vegan Options']",105,4.5,$$ - $$$,496,"[['Good quality, fine atmosphere but rather e...', 'Two years later - the quality went even hi...'], ['01/07/2018', '01/03/2018']]",/Restaurant_Review-g187147-d4063323-Reviews-Comptoir_Gourmet-Paris_Ile_de_France.html,d4063323
105,Chez Max et Nico,Paris,"['French', 'European', 'Vegetarian Friendly']",106,4.5,$$ - $$$,210,"[['Relaxed, warm ambience - good value', 'Lovely dinner in Paris'], ['12/29/2017', '12/08/2017']]",/Restaurant_Review-g187147-d8374123-Reviews-Chez_Max_et_Nico-Paris_Ile_de_France.html,d8374123
106,L'Arcane,Paris,"['French', 'Vegetarian Friendly']",107,5,$$$$,112,"[['Sensational', 'Simply Brilliant!'], ['12/07/2017', '10/15/2017']]",/Restaurant_Review-g187147-d10837643-Reviews-L_Arcane-Paris_Ile_de_France.html,d10837643
107,Le Petit Littre,Paris,"['French', 'European', 'Vegetarian Friendly']",108,4.5,$$ - $$$,403,"[['Best beef tartare ever!!', 'Great dinner in a cosy bistro'], ['01/05/2018', '12/18/2017']]",/Restaurant_Review-g187147-d3693142-Reviews-Le_Petit_Littre-Paris_Ile_de_France.html,d3693142
108,Le Cabanon de la Butte,Paris,"['French', 'European', 'Vegetarian Friendly']",109,4.5,$$ - $$$,226,"[['Xmas eve', 'Cost with fabulous views'], ['12/24/2017', '12/23/2017']]",/Restaurant_Review-g187147-d2720894-Reviews-Le_Cabanon_de_la_Butte-Paris_Ile_de_France.html,d2720894
109,Le Jourdain,Paris,"['French', 'Seafood', 'European', 'Gastropub', 'Gluten Free Options']",110,4.5,$$ - $$$,323,"[['Original and intimate. A must if in the ne...', 'Great food and service!'], ['12/17/2017', '12/02/2017']]",/Restaurant_Review-g187147-d7049541-Reviews-Le_Jourdain-Paris_Ile_de_France.html,d7049541
110,4 Pat,Paris,"['Italian', 'French', 'European', 'Vegetarian Friendly']",111,4.5,$,342,"[['Great place', 'Soooo funny'], ['12/27/2017', '12/12/2017']]",/Restaurant_Review-g187147-d2316728-Reviews-4_Pat-Paris_Ile_de_France.html,d2316728
111,Restaurant David Toutain,Paris,"['French', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",112,4.5,$$$$,564,"[['Not quite good as last time', 'Amazing experience'], ['01/05/2018', '12/26/2017']]",/Restaurant_Review-g187147-d6115029-Reviews-Restaurant_David_Toutain-Paris_Ile_de_France.html,d6115029
112,Il Farniente,Paris,"['Italian', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options']",113,4.5,$$ - $$$,301,"[['Awesome place for fresh and tasty pasta wi...', 'Very well'], ['12/11/2017', '07/25/2017']]",/Restaurant_Review-g187147-d3735141-Reviews-Il_Farniente-Paris_Ile_de_France.html,d3735141
113,L'Acolyte de L'Insolite,Paris,"['French', 'European']",114,4.5,$$ - $$$,164,"[['Incredible value', 'Amazing'], ['10/30/2017', '10/29/2017']]",/Restaurant_Review-g187147-d7139067-Reviews-L_Acolyte_de_L_Insolite-Paris_Ile_de_France.html,d7139067
114,Il grano,Paris,"['Pizza', 'Italian', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",115,4.5,$$ - $$$,433,"[['10/10', 'Beautiful Pizza!'], ['11/29/2017', '11/24/2017']]",/Restaurant_Review-g187147-d10622104-Reviews-Il_grano-Paris_Ile_de_France.html,d10622104
115,La Jacobine,Paris,"['French', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",116,4.5,$$ - $$$,1857,"[['Excellent dishes and good service', 'Paris at its best'], ['01/09/2018', '01/08/2018']]",/Restaurant_Review-g187147-d742400-Reviews-La_Jacobine-Paris_Ile_de_France.html,d742400
116,NEW JHELUM,Paris,"['Indian', 'Pakistani', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",117,4.5,$$ - $$$,290,"[['Perfect, perfect', 'Really great indian food'], ['12/31/2017', '12/30/2017']]",/Restaurant_Review-g187147-d9566600-Reviews-NEW_JHELUM-Paris_Ile_de_France.html,d9566600
117,Chef Garozzo Restaurant Italien Sicilien,Paris,"['Italian', 'Pizza', 'Seafood', 'Mediterranean', 'European', 'Vegetarian Friendly']",118,4.5,$$ - $$$,425,"[['Very gold', 'Delighted'], ['12/29/2017', '12/17/2017']]",/Restaurant_Review-g187147-d8372567-Reviews-Chef_Garozzo_Restaurant_Italien_Sicilien-Paris_Ile_de_France.html,d8372567
118,Le Reciproque,Paris,"['French', 'European', 'Contemporary']",119,5,$$ - $$$,140,"[['Great food served in a very friendly atmos...', ""The best 35 menu we've ever had!!""], ['10/19/2017', '08/09/2017']]",/Restaurant_Review-g187147-d10002410-Reviews-Le_Reciproque-Paris_Ile_de_France.html,d10002410
119,Le Pre Catelan,Paris,"['French', 'European', 'Vegetarian Friendly']",120,4.5,$$$$,833,"[['Most Spectacular Ever?', 'Amazing place and excellent French food!'], ['11/08/2017', '10/31/2017']]",/Restaurant_Review-g187147-d719226-Reviews-Le_Pre_Catelan-Paris_Ile_de_France.html,d719226
120,Little Breizh,Paris,"['Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",121,4.5,$,780,"[['Perfect End To Our Paris Holiday!', 'Best place for crepes and fast'], ['12/17/2017', '12/10/2017']]",/Restaurant_Review-g187147-d2081997-Reviews-Little_Breizh-Paris_Ile_de_France.html,d2081997
121,Restaurant Lasserre,Paris,"['French', 'European', 'Vegetarian Friendly', 'Gluten Free Options']",122,4.5,$$$$,651,"[['Wonderful Service Wonderful Food', 'Amazing experience'], ['12/29/2017', '12/22/2017']]",/Restaurant_Review-g187147-d780426-Reviews-Restaurant_Lasserre-Paris_Ile_de_France.html,d780426
122,Arnaud Nicolas,Paris,"['French', 'European', 'Delicatessen', 'Pub', 'Gastropub', 'Vegetarian Friendly']",123,5,$$$$,118,"[['Fabulous dinner', 'Amazing food experience'], ['12/02/2017', '10/07/2017']]",/Restaurant_Review-g187147-d12423849-Reviews-Arnaud_Nicolas-Paris_Ile_de_France.html,d12423849
123,Saigon Pantheon,Paris,"['Asian', 'Vietnamese', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",124,4.5,$$ - $$$,811,"[['Worth a try', 'Excellent meal'], ['01/06/2018', '11/13/2017']]",/Restaurant_Review-g187147-d3438362-Reviews-Saigon_Pantheon-Paris_Ile_de_France.html,d3438362
124,Le Volant,Paris,"['French', 'European']",125,4.5,$$ - $$$,491,"[['The crowd told a story', 'Absolutely perfect'], ['01/04/2018', '11/10/2017']]",/Restaurant_Review-g187147-d719479-Reviews-Le_Volant-Paris_Ile_de_France.html,d719479
125,Chez Marcel,Paris,"['French', 'Vegetarian Friendly']",126,4.5,$$ - $$$,710,"[['Super', 'Formidable!'], ['12/20/2017', '12/11/2017']]",/Restaurant_Review-g187147-d714983-Reviews-Chez_Marcel-Paris_Ile_de_France.html,d714983
126,Restaurant du Palais Royal,Paris,"['French', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",127,4.5,$$$$,315,"[['Perfect in every way', 'Will come back every time Iüm in Paris'], ['01/07/2018', '11/12/2017']]",/Restaurant_Review-g187147-d719869-Reviews-Restaurant_du_Palais_Royal-Paris_Ile_de_France.html,d719869
127,Kraft Hot Dogs,Paris,"['American', 'Fast Food']",128,4.5,$,357,"[['Delicious', 'Wicked Good Hot Dogs'], ['12/27/2017', '12/21/2017']]",/Restaurant_Review-g187147-d8048041-Reviews-Kraft_Hot_Dogs-Paris_Ile_de_France.html,d8048041
128,Restaurant Le W,Paris,"['French', 'European']",129,4.5,$$$$,419,"[['Unexpected delight', 'Wonderful service and presentation'], ['12/28/2017', '09/21/2017']]",/Restaurant_Review-g187147-d720150-Reviews-Restaurant_Le_W-Paris_Ile_de_France.html,d720150
129,Les Tantes Jeanne,Paris,"['French', 'European', 'Vegetarian Friendly', 'Gluten Free Options']",130,4.5,$$$$,977,"[['Top restaurant in Paris', 'Amazing!'], ['12/09/2017', '12/07/2017']]",/Restaurant_Review-g187147-d3522112-Reviews-Les_Tantes_Jeanne-Paris_Ile_de_France.html,d3522112
130,Restaurant La Pie Noir,Paris,"['French', 'European', 'Vegetarian Friendly', 'Gluten Free Options']",131,5,$$ - $$$,97,"[['AWESOME!!!', 'Must visit!'], ['01/06/2018', '01/05/2018']]",/Restaurant_Review-g187147-d12182791-Reviews-Restaurant_La_Pie_Noir-Paris_Ile_de_France.html,d12182791
131,Cuisine et Dependances,Paris,"['French', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",132,4.5,$$ - $$$,366,"[[""Can't Fault the Flavour"", 'Great friendly, vibrant restaurant with a...'], ['01/04/2018', '12/05/2017']]",/Restaurant_Review-g187147-d7112951-Reviews-Cuisine_et_Dependances-Paris_Ile_de_France.html,d7112951
132,Le Louis,Paris,"['French', 'European', 'Vegetarian Friendly', 'Gluten Free Options']",133,4.5,$$ - $$$,746,"[['Great restaurant to spend time eating at a...', 'Great food, excellent music'], ['01/03/2018', '12/29/2017']]",/Restaurant_Review-g187147-d7088641-Reviews-Le_Louis-Paris_Ile_de_France.html,d7088641
133,La Pause Libanaise,Paris,"['Lebanese', 'Mediterranean', 'Middle Eastern', 'Vegetarian Friendly', 'Vegan Options']",134,4.5,$,305,"[['Worth a visit - good food, good prices', 'Small, but good!'], ['01/07/2018', '12/12/2017']]",/Restaurant_Review-g187147-d6028549-Reviews-La_Pause_Libanaise-Paris_Ile_de_France.html,d6028549
134,Le Relais Gascon,Paris,"['French', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",135,4.5,$$ - $$$,1666,"[['Fantastic experience', 'Fantastic salad, generous portions'], ['01/07/2018', '01/06/2018']]",/Restaurant_Review-g187147-d719405-Reviews-Le_Relais_Gascon-Paris_Ile_de_France.html,d719405
135,Les Botanistes,Paris,"['French', 'European', 'Vegetarian Friendly', 'Gluten Free Options']",136,4.5,$$ - $$$,382,"[['A nice little bistro', 'What a delight!'], ['11/30/2017', '11/27/2017']]",/Restaurant_Review-g187147-d1991492-Reviews-Les_Botanistes-Paris_Ile_de_France.html,d1991492
136,Comptoir de la Gastronomie,Paris,"['French', 'European']",137,4.5,$$ - $$$,936,"[['Paris', 'Duck Liver or Goose Liver'], ['01/04/2018', '01/03/2018']]",/Restaurant_Review-g187147-d1049074-Reviews-Comptoir_de_la_Gastronomie-Paris_Ile_de_France.html,d1049074
137,Loco,Paris,"['Steakhouse', 'Latin', 'Barbecue', 'Argentinean']",138,4.5,$$ - $$$,357,"[['The best...', 'Really good Argentinian'], ['01/01/2018', '11/25/2017']]",/Restaurant_Review-g187147-d10222301-Reviews-Loco-Paris_Ile_de_France.html,d10222301
138,Le Tournebievre,Paris,"['French', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",139,4.5,$$ - $$$,1054,"[['Nice and tasty!', 'Relaxed and welcoming place to eat'], ['12/27/2017', '12/02/2017']]",/Restaurant_Review-g187147-d1381954-Reviews-Le_Tournebievre-Paris_Ile_de_France.html,d1381954
139,le petit canard,Paris,['French'],140,4.5,$$ - $$$,558,"[['Best meal EVER!', 'I will come back again'], ['12/20/2017', '12/12/2017']]",/Restaurant_Review-g187147-d1094788-Reviews-Le_petit_canard-Paris_Ile_de_France.html,d1094788
140,Chez Arnaud,Paris,"['Italian', 'French', 'Pizza', 'European', 'Vegetarian Friendly', 'Vegan Options']",141,4.5,$,433,"[['Outstanding pizza (and burger) place in Ea...', 'Lovely Restaurant!'], ['10/24/2017', '10/13/2017']]",/Restaurant_Review-g187147-d6762652-Reviews-Chez_Arnaud-Paris_Ile_de_France.html,d6762652
141,Canard & Champagne,Paris,"['French', 'European']",142,4.5,$$ - $$$,565,"[['A quacking evening', 'Dinner was amazing'], ['01/01/2018', '12/22/2017']]",/Restaurant_Review-g187147-d9821217-Reviews-Canard_Champagne-Paris_Ile_de_France.html,d9821217
142,Rouge Bis,Paris,"['French', 'Bar', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",143,4.5,$$ - $$$,779,"[['Great experience especially very close to...', 'Yummy food, good service'], ['01/02/2018', '12/30/2017']]",/Restaurant_Review-g187147-d8435961-Reviews-Rouge_Bis-Paris_Ile_de_France.html,d8435961
143,Tesoro d'Italia,Paris,"['Italian', 'Mediterranean', 'European', 'Vegetarian Friendly']",144,4.5,$$ - $$$,493,"[['Taste good. Fast prepared. Not expensive.', 'Fresh Pasta and Friendly Staff'], ['12/23/2017', '11/25/2017']]",/Restaurant_Review-g187147-d1726526-Reviews-Tesoro_d_Italia-Paris_Ile_de_France.html,d1726526
144,Le Hide,Paris,"['French', 'European', 'Vegetarian Friendly']",145,4.5,$$ - $$$,1077,"[['Incredible food', 'Super bistro'], ['01/05/2018', '01/05/2018']]",/Restaurant_Review-g187147-d1557583-Reviews-Le_Hide-Paris_Ile_de_France.html,d1557583
145,Les Poulettes Batignolles,Paris,"['French', 'European', 'Spanish', 'Vegetarian Friendly']",146,4.5,$$ - $$$,415,"[['Combinations of flavours', 'French/Spanish ! Surprisingly interesting'], ['12/30/2017', '12/30/2017']]",/Restaurant_Review-g187147-d6694455-Reviews-Les_Poulettes_Batignolles-Paris_Ile_de_France.html,d6694455
146,Le Grand Vefour,Paris,"['French', 'European', 'Vegetarian Friendly']",147,4.5,$$$$,834,"[['GREAT FOR LUNCH', 'Food was excellent'], ['01/03/2018', '01/02/2018']]",/Restaurant_Review-g187147-d719131-Reviews-Le_Grand_Vefour-Paris_Ile_de_France.html,d719131
147,Le Touareg,Paris,"['African', 'Moroccan', 'Mediterranean', 'Middle Eastern', 'Tunisian', 'Vegetarian Friendly', 'Vegan Options', 'Halal']",148,4.5,$$ - $$$,280,"[['North African cuisine in Paris', 'Fantastic'], ['10/07/2017', '10/02/2017']]",/Restaurant_Review-g187147-d810763-Reviews-Le_Touareg-Paris_Ile_de_France.html,d810763
148,Le Maharaja,Paris,"['Indian', 'Sri Lankan', 'Vegetarian Friendly', 'Vegan Options']",149,4.5,$$ - $$$,387,"[['Delicious food and friendly service', 'My favourite Indian restaurant in the whol...'], ['12/29/2017', '11/06/2017']]",/Restaurant_Review-g187147-d793280-Reviews-Le_Maharaja-Paris_Ile_de_France.html,d793280
149,Mardi Crepe Club,Paris,"['French', 'European', 'Contemporary', 'Street Food', 'Diner', 'Vegetarian Friendly', 'Vegan Options']",150,4.5,$$ - $$$,157,"[['Great little place', 'Thanks Max!'], ['11/30/2017', '11/02/2017']]",/Restaurant_Review-g187147-d10999883-Reviews-Mardi_Crepe_Club-Paris_Ile_de_France.html,d10999883
150,Pizza Caratello,Paris,"['Italian', 'Pizza', 'European', 'Vegetarian Friendly', 'Vegan Options']",151,4.5,$$ - $$$,418,"[['Amazing', 'Great Italian Restarant'], ['01/05/2018', '12/29/2017']]",/Restaurant_Review-g187147-d3784592-Reviews-Pizza_Caratello-Paris_Ile_de_France.html,d3784592
151,Le Boudoir,Paris,"['French', 'European', 'Gastropub', 'Vegetarian Friendly']",152,4.5,$$$$,537,"[['Funtime !!', 'Meat pie meets French Terrines'], ['01/03/2018', '12/29/2017']]",/Restaurant_Review-g187147-d1035413-Reviews-Le_Boudoir-Paris_Ile_de_France.html,d1035413
152,Babalou,Paris,"['Italian', 'Pizza', 'European', 'Vegetarian Friendly', 'Vegan Options']",153,4.5,$$ - $$$,904,"[['Great pizza!', 'Excellent!'], ['01/07/2018', '12/29/2017']]",/Restaurant_Review-g187147-d814619-Reviews-Babalou-Paris_Ile_de_France.html,d814619
153,Kitchen Galerie Bis,Paris,"['French', 'Fusion', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",154,4.5,$$$$,509,"[['Good meal', 'Fantastique!'], ['10/29/2017', '10/22/2017']]",/Restaurant_Review-g187147-d1642811-Reviews-Kitchen_Galerie_Bis-Paris_Ile_de_France.html,d1642811
